# Lexia 3 full USB dump (control+bulk+interrupt, включая пустые)
# ts,type,xfer,dir,ep,bus,dev,status,length,caplen,setup,data
1787289894.826407,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.826467,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.826552,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.826596,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.828799,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.828850,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.828932,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.828978,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.831119,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.831172,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.831222,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.831258,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.833415,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.833475,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.833541,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.833584,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.835703,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.835798,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.835852,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.835904,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.838082,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.838130,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.838195,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.838238,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.840382,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.840423,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.840489,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.840528,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.842773,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.842839,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.842937,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.842977,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.845183,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.845250,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.845344,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.845385,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.847593,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.847659,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.847738,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.847793,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.849975,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.850040,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.850102,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.850147,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.852245,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.852302,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.852347,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.852370,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.854549,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.854617,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.854766,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.854808,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.857052,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.857126,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.857204,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.857250,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.859418,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.859470,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.859556,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.859603,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.861786,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.861878,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.861968,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.862016,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.864209,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.864279,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.864367,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.864421,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.866595,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.866673,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.866771,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.866844,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.869053,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.869112,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.869217,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.869266,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.871416,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.871483,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.871645,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.871678,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.873787,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.873833,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.873964,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.874004,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.876156,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.876233,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.876299,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.876340,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.878543,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.878600,C,BULK,IN,5,1,11,0,4,4,,42410900
1787289894.878735,S,BULK,OUT,6,1,11,4294967181,5,5,,430901c0f2
1787289894.878795,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.884069,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.884191,C,BULK,IN,5,1,11,0,57,57,,440935c0ff060300010000000000ff06200001aa0000000001121b000562f0fe000000000db3ffffff20010634ffffff00020000fd91566402
1787289894.884361,S,BULK,OUT,6,1,11,4294967181,3,3,,064409
1787289894.884401,C,BULK,OUT,6,1,11,0,3,0,,
1787289894.886598,S,BULK,OUT,6,1,11,4294967181,30,30,,40091ac0ff0605000100000000000000000000000000000022f18bf18cb6
1787289894.886688,C,BULK,OUT,6,1,11,0,30,0,,
1787289894.891944,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.892018,C,BULK,IN,5,1,11,0,3,3,,064009
1787289894.892221,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.892277,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.894437,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.894506,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.894581,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.894628,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.896748,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.896796,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.896846,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.896883,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.898993,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.899046,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.899129,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.899165,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.901371,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.901419,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.901506,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.901544,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.903741,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.903808,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.903895,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.903945,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.906150,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.906223,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.906321,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.906371,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.908591,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.908667,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.908846,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.908877,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.911085,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.911130,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.911216,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.911243,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.913434,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.913503,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.913598,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.913647,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.915845,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.915911,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.915996,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.916024,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.918202,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.918248,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.918334,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.918375,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.920576,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.920631,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.920718,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.920798,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.923022,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.923067,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.923148,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.923195,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.925398,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.925445,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.925528,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.925571,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.927779,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.927838,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.927919,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.927964,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.930162,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.930212,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.930314,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.930349,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.932535,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.932603,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.932685,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.932714,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.934848,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.934906,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.934979,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.935027,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.937242,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.937307,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.937397,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.937541,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.939762,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.939828,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.939935,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.939981,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.942161,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.942206,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.942300,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.942327,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.944507,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.944565,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.944626,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.944667,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.946856,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.946915,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.947014,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.947061,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.949251,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.949309,C,BULK,IN,5,1,11,0,4,4,,42410900
1787289894.949399,S,BULK,OUT,6,1,11,4294967181,5,5,,430901c0f2
1787289894.949436,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.954637,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.954719,C,BULK,IN,5,1,11,0,42,42,,440926c0ff060500010000000000ff06110001aa0000000001120c000562f18bfffffff18c1476369e26
1787289894.954833,S,BULK,OUT,6,1,11,4294967181,3,3,,064409
1787289894.954875,C,BULK,OUT,6,1,11,0,3,0,,
1787289894.957117,S,BULK,OUT,6,1,11,4294967181,32,32,,40091cc0ff0607000100000000000000000000000000000022f190ff00ffff2d
1787289894.957198,C,BULK,OUT,6,1,11,0,32,0,,
1787289894.962467,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.962534,C,BULK,IN,5,1,11,0,3,3,,064009
1787289894.962636,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.962682,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.964899,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.964980,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.965099,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.965164,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.967449,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.967498,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.967580,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.967613,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.969806,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.969850,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.969925,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.969965,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.972152,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.972213,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.972292,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.972337,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.974538,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.974581,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.974659,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.974709,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.976903,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.976973,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.977048,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.977097,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.979284,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.979334,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.979413,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.979458,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.981630,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.981680,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.981757,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.981794,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.984014,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.984073,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.984153,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.984198,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.986383,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.986451,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289894.986527,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289894.986574,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.988767,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.988849,C,BULK,IN,5,1,11,0,4,4,,42410900
1787289894.988954,S,BULK,OUT,6,1,11,4294967181,5,5,,430901c0f2
1787289894.989000,C,BULK,OUT,6,1,11,0,5,0,,
1787289894.994209,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289894.994315,C,BULK,IN,5,1,11,0,33,33,,44091dc0ff060700010000000000ff06080001aa0000000001120300057f223123
1787289894.994405,S,BULK,OUT,6,1,11,4294967181,3,3,,064409
1787289894.994450,C,BULK,OUT,6,1,11,0,3,0,,
1787289895.000487,S,BULK,OUT,6,1,11,4294967181,40,40,,400924c0ff060f000100000000000000000000000000000022dba8db61da44db82dd18dd03db6051
1787289895.000597,C,BULK,OUT,6,1,11,0,40,0,,
1787289895.005837,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.005930,C,BULK,IN,5,1,11,0,3,3,,064009
1787289895.006024,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.006077,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.008260,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.008323,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.008401,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.008451,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.010601,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.010650,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.010714,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.010799,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.013010,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.013058,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.013155,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.013195,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.015394,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.015448,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.015526,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.015572,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.017732,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.017798,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.017874,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.017909,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.020098,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.020156,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.020229,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.020270,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.022458,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.022524,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.022602,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.022649,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.024822,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.024879,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.024981,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.025019,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.027164,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.027208,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.027266,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.027297,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.029405,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.029493,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.029559,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.029608,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.031798,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.031875,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.031954,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.032001,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.034185,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.034263,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.034320,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.034367,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.036479,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.036541,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.036577,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.036606,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.038712,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.038795,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.038844,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.038876,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.041126,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.041184,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.041394,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.041448,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.043696,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.043818,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.043990,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.044093,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.046355,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.046466,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.046586,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.046678,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.048890,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.048978,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.049076,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.049135,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.051339,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.051416,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.051521,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.051561,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.053742,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.053814,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.053858,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.053903,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.056083,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.056165,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.056271,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.056335,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.058596,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.058674,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.058773,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.058823,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.061037,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.061113,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.061207,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.061256,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.063452,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.063526,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.063620,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.063668,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.065890,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.065989,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.066151,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.066216,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.068435,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.068529,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.068660,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.068722,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.070918,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.070981,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.071088,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.071135,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.073329,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.073399,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.073475,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.073522,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.075707,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.075798,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.075878,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.075923,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.078219,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.078325,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.078480,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.078526,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.080734,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.080843,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.080942,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
1787289895.081039,C,BULK,OUT,6,1,11,0,5,0,,
1787289895.083299,S,BULK,IN,5,1,11,4294967181,64,0,,
1787289895.083385,C,BULK,IN,5,1,11,0,4,4,,42410901
1787289895.083475,S,BULK,OUT,6,1,11,4294967181,5,5,,410901c0f4
